,gender,int_or_dom,grad_year,fin_aid,c1_field,testing,legacy,ever_checked_out,calls_vga,last_had_sex,us_mil_action,asian,amind_alask,black,nathaw_pacisl,nw_hisp,white,pna_race,grad_year_lumped,wants_masks_in_class,wants_masks_in_student_space,wants_mand_testing,wants_none_of_above,unsure_covid_restrictions,pna_covid_restrictions,used_alcohol,used_cocaine,used_inhalants,used_lsd,used_marijuana,used_mdma,used_nicotine,used_shrooms,used_none_of_above,used_unsure,pna_drugs
471,Male,International,2025.0,None,PS,Unsure,No,Yes,Greg,Less than one week ago,Favor,1,0,0,0,0,0,0,2025.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,Female,Domestic,2023.0,Grants covering some costs,LS,No,Unsure,No,New Dorm,Less than one week ago,Unsure,0,0,0,0,0,1,0,2023.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
473,Male,Domestic,2022.0,Grants covering all costs,IC,Yes,No,No,Unsure,Less than one week ago,Oppose,0,0,0,0,0,1,0,2022.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
474,Male,Domestic,2025.0,None,AH,No,No,No,New Dorm,Less than one week ago,Unsure,0,0,0,0,0,1,0,2025.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
475,Male,Domestic,2025.0,Grants covering some costs,PS,Unsure,Unsure,No,New Dorm,Less than one month ago,Unsure,1,0,0,0,0,0,0,2025.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,Male,Domestic,2024.0,Grants covering some costs,PS,No,Unsure,No,Greg,Unsure,Oppose,1,0,0,0,0,0,0,2024.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
477,Female,Domestic,2025.0,Grants covering some costs,U,No,Unsure,No,Other,Less than six months ago,Unsure,1,0,0,0,0,0,0,2025.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
478,Non-binary,International,2022.5,Grants covering all costs,SS,No,No,Yes,New Dorm,Less than one week ago,Oppose,0,0,1,1,0,0,0,2022.0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
479,Female,Domestic,2025.0,Grants covering all costs,LS,No,No,Yes,New Dorm,Prefer not to answer,Favor,0,0,0,0,0,1,0,2025.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
480,Male,Domestic,2025.0,Grants covering some costs,SS,Unsure,No,No,New Dorm,More than six months ago,Oppose,0,0,0,0,1,1,0,2025.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
481,Female,Domestic,2025.0,Grants covering some costs,AH,No,No,Yes,Greg,Prefer not to answer,Unsure,0,0,0,0,0,1,0,2025.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,Female,Domestic,2022.5,None,LS,Yes,No,No,New Dorm,Less than one week ago,Oppose,0,0,0,0,0,1,0,2022.0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
483,Female,Domestic,2024.0,Grants covering some costs,LS,Unsure,No,No,Greg,Less than one month ago,Unsure,0,0,0,0,0,1,0,2024.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
484,Male,Domestic,2022.0,None,LS,Yes,No,Yes,New Dorm,Less than one week ago,Oppose,1,0,0,0,0,0,0,2022.0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
485,Male,Domestic,2023.0,Grants covering some costs,PS,Unsure,Yes,Yes,Greg,Less than one week ago,Unsure,0,0,0,0,0,1,0,2023.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,Female,Domestic,2025.0,None,LS,No,No,No,New Dorm,Less than one month ago,Unsure,1,0,0,0,0,0,0,2025.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,Female,Domestic,2025.0,Grants covering some costs,LS,No,No,No,Other,Less than one week ago,Unsure,0,0,0,0,0,1,0,2025.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
488,Male,International,2022.0,None,LS,Yes,No,Yes,New Dorm,I’ve never had sex,Oppose,1,0,0,0,0,0,0,2022.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
489,Female,Domestic,2024.0,None,LS,No,No,No,Greg,I’ve never had sex,Favor,0,0,0,0,0,1,0,2024.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
490,Male,Domestic,2024.0,None,LS,Unsure,No,No,Greg,Prefer not to answer,Unsure,0,0,0,0,0,1,0,2024.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
491,Male,Domestic,2024.0,None,LS,No,No,No,Greg,I’ve never had sex,Unsure,1,0,0,0,0,1,0,2024.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,Female,Domestic,2025.0,None,U,No,No,No,Greg,Less than one week ago,Unsure,0,0,0,0,0,1,0,2025.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
493,Male,Domestic,2025.0,None,SS,No,No,Yes,Greg,Less than six months ago,Oppose,0,0,0,0,0,1,0,2025.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
494,Female,International,2024.0,Grants covering all costs,PS,Yes,Unsure,No,Greg,Prefer not to answer,Unsure,0,0,0,0,1,0,0,2024.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
495,Female,Domestic,2025.0,None,PS,Unsure,No,No,Greg,More than six months ago,Oppose,0,0,0,0,0,1,0,2025.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
496,Female,Domestic,2025.0,None,SS,No,No,No,Unsure,I’ve never had sex,Unsure,0,0,1,0,0,0,0,2025.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
497,Female,Domestic,2024.0,Grants covering all costs,AH,No,No,No,Greg,I’ve never had sex,Favor,0,0,1,0,0,0,0,2024.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
498,Female,Domestic,2025.0,Prefer not to answer,LS,Prefer not to answer,Yes,No,Greg,I’ve never had sex,Favor,0,0,1,0,0,0,0,2025.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
499,Female,Domestic,2025.0,None,U,No,No,No,Greg,Less than one month ago,Unsure,0,0,0,0,0,1,0,2025.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
500,Male,Domestic,2024.0,None,SS,No,No,No,Greg,Less than one week ago,Oppose,0,0,0,0,0,1,0,2024.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
501,Female,Domestic,2025.0,Grants covering all costs,SS,No,No,No,Greg,Less than six months ago,Unsure,0,1,0,0,0,1,0,2025.0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
502,Female,Domestic,2024.0,Grants covering some costs,IC,No,No,No,Greg,Less than one month ago,Unsure,0,0,0,0,0,0,0,2024.0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
503,Female,Domestic,2024.0,Prefer not to answer,LS,No,No,Yes,Greg,Less than one week ago,Unsure,1,0,0,0,0,0,0,2024.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
504,Female,Domestic,2024.0,None,LS,No,No,Yes,Greg,Less than one week ago,Unsure,0,0,0,0,0,1,0,2024.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
505,Female,Domestic,2024.0,None,SS,No,No,Yes,Greg,Less than six months ago,Unsure,1,0,0,0,0,0,0,2024.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
506,Male,Domestic,2023.0,Grants covering some costs,LS,Yes,No,No,New Dorm,Less than one month ago,Oppose,0,0,0,0,0,1,0,2023.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507,Prefer not to answer,Domestic,2023.0,Grants covering some costs,U,Yes,Yes,Yes,New Dorm,Less than one week ago,Oppose,1,0,0,0,0,0,0,2023.0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
508,Female,Domestic,2024.0,None,AH,No,No,Yes,Greg,I’ve never had sex,Unsure,1,0,0,0,0,1,0,2024.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
509,Male,Domestic,2024.0,None,PS,Yes,No,No,Greg,I’ve never had sex,Favor,1,0,0,0,0,0,0,2024.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,Male,Domestic,2024.0,None,SS,Yes,No,No,Greg,Less than six months ago,Oppose,0,0,0,0,0,1,0,2024.0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
511,Male,International,2024.0,None,PS,Unsure,No,Yes,Greg,More than six months ago,Favor,1,0,0,0,0,0,0,2024.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
512,Female,Domestic,2023.0,None,PS,Yes,Unsure,No,New Dorm,Less than one week ago,Unsure,1,0,0,0,0,1,0,2023.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
513,Female,Prefer not to answer,2023.0,None,U,Unsure,Unsure,No,New Dorm,I’ve never had sex,Unsure,0,0,1,0,0,0,0,2023.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
514,Female,Domestic,2022.0,None,LS,Yes,Yes,Yes,New Dorm,More than six months ago,Favor,0,0,0,0,0,1,0,2022.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
515,Female,Domestic,2023.5,None,AH,Unsure,No,No,New Dorm,Less than one week ago,Oppose,0,0,0,0,0,1,0,2023.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
516,Female,Domestic,2022.0,Grants covering some costs,SS,Unsure,Unsure,Yes,New Dorm,Less than one week ago,Favor,0,0,0,0,0,1,0,2022.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
517,Female,Domestic,2022.0,Grants covering all costs,SS,No,No,Yes,New Dorm,Less than six months ago,Oppose,0,0,0,0,0,0,0,2022.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,Female,Domestic,2025.0,Prefer not to answer,IC,Unsure,No,No,Greg,I’ve never had sex,Unsure,1,0,0,0,0,1,0,2025.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,Male,Domestic,2024.0,None,AH,Yes,Unsure,Yes,Greg,Less than one week ago,Oppose,0,0,0,0,0,1,0,2024.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
520,Male,Domestic,2024.0,None,AH,Unsure,No,Yes,Greg,Prefer not to answer,Unsure,0,0,0,0,0,1,0,2024.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
521,Male,Domestic,2025.0,Grants covering some costs,PS,No,No,No,New Dorm,Less than one month ago,Unsure,0,0,0,0,0,1,0,2025.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522,Male,Domestic,2025.0,Grants covering some costs,SS,No,No,No,Greg,I’ve never had sex,Oppose,0,0,0,0,1,0,0,2025.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
523,Female,Domestic,2023.0,Grants covering some costs,SS,Unsure,No,Yes,New Dorm,More than six months ago,Unsure,0,1,0,0,0,1,0,2023.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
524,Male,Domestic,2025.0,None,PS,No,No,No,Unsure,I’ve never had sex,Unsure,0,0,0,0,0,0,1,2025.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
525,Non-binary,International,2024.0,None,AH,No,No,No,Greg,I’ve never had sex,Unsure,1,0,0,0,0,0,0,2024.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
526,Male,Domestic,2023.0,Grants covering some costs,LS,No,No,Yes,Unsure,More than six months ago,Unsure,0,0,0,0,0,1,0,2023.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
527,Male,Domestic,2023.0,Grants covering some costs,PS,No,No,No,New Dorm,Less than one week ago,Unsure,0,0,0,0,1,0,0,2023.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
528,Female,Domestic,2025.0,None,SS,No,No,Yes,Unsure,Less than one month ago,Unsure,1,0,0,1,0,1,0,2025.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
529,Male,Domestic,2024.0,None,AH,Yes,Unsure,No,Greg,Less than six months ago,Favor,0,0,0,0,0,1,0,2024.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
530,Female,Domestic,2024.0,None,PS,Yes,No,No,Greg,Less than one week ago,Favor,0,0,0,0,0,1,0,2024.0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
531,Male,Domestic,2023.0,None,LS,Yes,Unsure,No,Greg,Less than six months ago,Favor,1,0,0,0,0,1,0,2023.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
532,Female,Domestic,2024.5,None,LS,No,No,No,Greg,Prefer not to answer,Favor,1,0,0,0,0,1,0,2024.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
533,Female,Domestic,2025.0,None,LS,Unsure,No,No,New Dorm,I’ve never had sex,Unsure,1,0,0,1,0,0,0,2025.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,Male,International,2022.0,None,AH,Unsure,Unsure,Yes,New Dorm,Prefer not to answer,Prefer not to answer,1,0,0,0,0,0,0,2022.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
535,Male,International,2022.0,None,SS,Yes,No,Yes,New Dorm,Prefer not to answer,Oppose,1,0,0,0,0,0,0,2022.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
536,Female,Domestic,2022.5,None,PS,Unsure,Unsure,No,New Dorm,Less than six months ago,Oppose,1,0,0,0,0,0,0,2022.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,Male,Domestic,2022.5,None,AH,No,No,No,New Dorm,Less than one week ago,Unsure,0,0,0,0,0,1,0,2022.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
538,Non-binary,Domestic,2022.0,Grants covering all costs,AH,No,No,Yes,New Dorm,Less than one month ago,Unsure,0,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
539,Male,Domestic,2022.0,Grants covering all costs,SS,Yes,No,Yes,New Dorm,Less than one month ago,Favor,0,0,1,0,0,0,0,2022.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
540,Male,Domestic,2022.0,None,PS,No,Unsure,No,New Dorm,Less than one week ago,Favor,0,0,0,0,0,1,0,2022.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
541,Female,Domestic,2022.0,None,LS,No,Yes,No,Greg,Less than six months ago,Oppose,0,0,0,0,0,1,0,2022.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
542,Female,Domestic,2022.0,Grants covering some costs,PS,Yes,No,No,Greg,Less than one week ago,Unsure,0,0,0,0,0,1,0,2022.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,Male,Domestic,2022.0,Grants covering some costs,SS,Unsure,No,Yes,New Dorm,I’ve never had sex,Favor,1,0,0,0,0,0,0,2022.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
544,Female,Domestic,2022.5,None,SS,No,No,Yes,New Dorm,I’ve never had sex,Oppose,0,0,0,0,0,1,0,2022.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
545,Female,Domestic,2022.0,Grants covering all costs,LS,No,No,Yes,New Dorm,More than six months ago,Unsure,0,0,1,0,0,0,0,2022.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,Female,Domestic,2022.0,Grants covering all costs,LS,No,No,Yes,New Dorm,I’ve never had sex,Oppose,0,0,0,0,0,1,0,2022.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
547,Female,International,2022.0,None,LS,Yes,No,Yes,New Dorm,Less than six months ago,Oppose,0,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
548,Male,Domestic,2022.0,Grants covering some costs,PS,No,No,No,New Dorm,Less than one week ago,Oppose,0,0,0,0,0,1,0,2022.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
549,Female,Domestic,2022.0,None,LS,No,No,No,New Dorm,Less than one week ago,Unsure,0,0,0,0,0,1,0,2022.0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
550,Male,Domestic,2022.0,Grants covering some costs,PS,No,No,Yes,Other,Less than one week ago,Oppose,0,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
551,Female,International,2022.0,None,PS,No,No,Yes,Unsure,Prefer not to answer,Favor,0,0,0,0,0,1,0,2022.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
552,Female,Domestic,2022.5,None,LS,No,No,No,New Dorm,Less than one week ago,Oppose,0,0,0,0,0,1,0,2022.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
553,Male,Domestic,2022.0,None,SS,No,No,No,New Dorm,Less than one week ago,Unsure,0,0,1,0,0,0,0,2022.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
554,Female,Domestic,2024.0,Grants covering all costs,LS,No,No,Yes,New Dorm,I’ve never had sex,Unsure,0,0,1,0,0,1,0,2024.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Male,Domestic,2025.0,None,U,No,No,No,Unsure,Less than six months ago,Unsure,0,0,0,0,1,0,0,2025.0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
556,Female,Domestic,2023.5,Grants covering some costs,SS,Yes,Unsure,Yes,Unsure,I’ve never had sex,Oppose,0,0,0,0,0,0,1,2023.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
557,Female,Domestic,2023.0,Grants covering some costs,AH,Yes,Yes,No,Greg,Less than one week ago,Unsure,0,0,0,0,1,1,0,2023.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
558,Female,Domestic,2023.0,None,AH,No,No,Yes,New Dorm,Less than one week ago,Favor,1,0,0,0,0,0,0,2023.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
559,Male,International,2025.0,None,PS,No,No,No,New Dorm,I’ve never had sex,Oppose,1,0,0,0,0,0,0,2025.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560,Female,Domestic,2022.0,None,PS,Unsure,No,Yes,New Dorm,I’ve never had sex,Oppose,1,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
561,Male,International,2025.0,None,PS,No,No,No,Other,I’ve never had sex,Unsure,0,0,0,0,0,1,0,2025.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,Female,Domestic,2024.0,Grants covering some costs,AH,No,No,Yes,Greg,I’ve never had sex,Unsure,1,0,0,0,0,1,0,2024.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
563,Female,Domestic,2023.0,None,LS,No,No,Yes,New Dorm,I’ve never had sex,Oppose,1,0,0,0,0,0,0,2023.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
564,Female,Domestic,2025.0,Grants covering some costs,LS,No,No,No,Unsure,Less than one month ago,Oppose,0,0,1,0,0,0,0,2025.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
565,Female,Domestic,2022.0,Grants covering some costs,PS,Unsure,No,No,New Dorm,Prefer not to answer,Unsure,1,0,0,0,0,0,0,2022.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
566,Male,Domestic,2022.0,None,PS,Yes,No,No,New Dorm,I’ve never had sex,Oppose,0,0,0,0,0,1,0,2022.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
567,Female,Domestic,2022.5,None,PS,No,No,No,New Dorm,Less than six months ago,Unsure,0,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
568,Female,Domestic,2023.0,Grants covering all costs,SS,Unsure,No,Yes,New Dorm,Less than one week ago,Unsure,0,0,0,0,0,0,0,2023.0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
569,Male,Domestic,2023.0,None,PS,Yes,Unsure,No,Greg,Prefer not to answer,Unsure,1,0,0,0,0,0,0,2023.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
570,Male,Domestic,2023.0,None,PS,Yes,No,Yes,New Dorm,Less than one week ago,Oppose,1,0,0,0,0,0,0,2023.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
571,Female,Domestic,2022.0,None,SS,No,No,Yes,New Dorm,Less than one week ago,Favor,0,0,0,0,0,1,0,2022.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
572,Male,Domestic,2022.0,None,PS,No,No,Yes,New Dorm,I’ve never had sex,Unsure,0,0,0,0,0,1,0,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
573,Male,Domestic,2023.0,Grants covering some costs,AH,Unsure,No,Yes,New Dorm,Less than one week ago,Oppose,1,0,0,0,0,1,0,2023.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
574,Male,Domestic,2023.0,Grants covering some costs,AH,Unsure,No,No,New Dorm,Less than six months ago,Favor,0,0,0,0,0,1,0,2023.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
575,Female,Domestic,2022.0,Grants covering all costs,LS,No,No,Yes,New Dorm,I’ve never had sex,Unsure,0,0,1,0,0,0,0,2022.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
576,Male,International,2022.0,None,PS,Yes,No,Yes,New Dorm,More than six months ago,Favor,1,0,0,0,0,0,0,2022.0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
577,Female,Domestic,2022.0,Grants covering all costs,PS,Unsure,No,Yes,New Dorm,Less than one week ago,Favor,1,0,0,0,0,0,0,2022.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
578,Female,Domestic,2023.0,None,AH,Unsure,No,Yes,New Dorm,Less than one week ago,Oppose,0,0,0,0,0,1,0,2023.0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
579,Female,International,2022.5,None,PS,Unsure,Unsure,Yes,New Dorm,Less than six months ago,Oppose,1,0,0,0,0,0,0,2022.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
580,Female,Domestic,2022.0,Grants covering some costs,SS,No,No,Yes,New Dorm,Less than six months ago,Oppose,0,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
581,Female,Domestic,2023.0,None,LS,Unsure,Yes,No,New Dorm,I’ve never had sex,Unsure,0,0,0,0,0,1,0,2023.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
582,Female,Domestic,2023.0,Unsure,SS,No,Prefer not to answer,No,New Dorm,Less than one week ago,Unsure,0,0,1,0,0,0,0,2023.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
583,Male,Domestic,2022.0,Grants covering all costs,SS,No,Yes,No,New Dorm,I’ve never had sex,Oppose,0,0,0,0,0,1,0,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
584,Female,Domestic,2023.5,Grants covering some costs,PS,Unsure,Unsure,No,New Dorm,I’ve never had sex,Favor,0,0,0,0,0,1,0,2023.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
585,Male,Domestic,2022.0,None,PS,Unsure,No,No,Unsure,I’ve never had sex,Oppose,0,0,0,0,0,1,0,2022.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
586,Male,Domestic,2022.0,None,SS,Yes,Yes,Yes,New Dorm,I’ve never had sex,Favor,0,0,0,0,0,1,0,2022.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
587,Male,Domestic,2022.0,None,PS,Yes,Yes,No,New Dorm,I’ve never had sex,Favor,1,0,0,0,0,0,0,2022.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
588,Male,Domestic,2022.0,Grants covering some costs,LS,Yes,No,No,New Dorm,I’ve never had sex,Oppose,1,0,0,0,0,0,0,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
589,Male,Domestic,2023.0,None,AH,Yes,Unsure,No,New Dorm,Less than one week ago,Favor,1,0,0,0,0,0,0,2023.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590,Non-binary,Domestic,2023.0,Grants covering some costs,U,No,No,No,New Dorm,Prefer not to answer,Prefer not to answer,0,0,0,0,0,1,0,2023.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
